u,v
104,130
104,120
104,119
104,59
104,66
104,77
103,68
102,87
101,68
101,87
100,106
100,87
100,82
99,68
99,87
98,48
98,10
96,60
96,59
96,63
96,129
96,26
96,49
96,77
96,84
96,74
96,130
96,134
96,136
96,70
96,86
96,17
96,68
96,21
96,89
96,119
96,85
96,103
96,75
96,83
96,91
96,43
96,88
96,54
96,94
96,47
96,58
96,8
96,40
96,36
96,90
96,102
96,145
96,105
96,138
96,25
96,123
96,120
96,15
96,16
96,133
96,78
96,46
96,12
96,80
96,48
96,87
96,37
96,1
96,95
96,76
96,66
96,146
96,93
96,110
96,7
96,99
96,98
96,51
96,56
96,20
96,52
96,28
96,10
96,50
96,30
96,73
96,61
96,79
96,118
94,68
93,68
91,110
91,54
91,36
91,86
91,134
91,93
91,1
91,98
91,103
91,60
91,47
91,21
91,120
91,63
91,90
91,15
91,83
91,102
91,89
91,74
91,133
91,16
91,94
91,25
91,58
91,26
91,95
91,43
91,145
91,138
91,105
91,99
91,17
91,46
91,68
91,56
91,20
91,76
91,8
91,85
91,51
91,130
91,49
91,118
91,136
91,87
91,59
91,80
91,12
91,66
91,52
91,7
91,78
91,50
91,37
91,61
91,30
91,129
91,123
91,40
91,146
91,79
91,91
91,88
91,77
91,119
91,75
91,70
91,28
90,68
90,115
89,124
89,53
89,68
89,87
89,22
89,48
88,253
88,68
87,146
87,76
87,46
87,56
87,61
87,85
87,136
87,40
87,103
87,16
87,52
87,79
87,93
87,98
87,30
87,130
87,94
87,49
87,43
87,129
87,78
87,123
87,26
87,25
87,68
87,267
87,51
87,110
87,20
87,105
87,37
87,21
87,1
87,7
87,90
87,77
87,15
87,36
87,66
87,59
87,75
87,118
87,83
87,95
87,17
87,88
87,74
87,60
87,120
87,138
87,54
87,12
87,145
87,70
87,58
87,63
87,47
87,28
87,86
87,80
87,134
87,133
87,8
87,50
86,68
84,52
84,46
84,99
84,49
84,104
84,98
84,118
84,142
84,1
84,21
84,7
84,83
84,68
84,61
84,17
84,74
84,37
84,63
84,145
84,50
84,93
84,90
84,60
84,28
84,25
84,123
84,70
84,86
84,88
84,40
84,132
84,30
84,146
84,58
84,54
84,265
84,26
84,108
84,136
84,20
84,120
84,110
84,141
84,12
84,36
84,47
84,87
84,103
84,8
84,102
84,77
84,94
84,78
84,137
84,119
84,75
84,43
84,133
84,130
84,139
84,80
84,91
84,85
84,16
84,109
84,15
84,105
84,138
84,95
84,59
84,144
84,56
84,79
84,51
84,89
84,76
84,66
84,129
84,134
83,68
82,115
82,68
80,94
80,105
80,146
80,34
80,65
80,101
80,8
80,78
80,99
80,118
80,133
80,11
80,39
80,74
80,129
80,7
80,110
80,95
80,62
80,98
80,16
80,120
80,24
80,61
80,134
80,20
80,68
80,50
80,102
80,17
80,49
80,28
80,12
80,64
80,30
80,70
80,25
80,135
80,92
80,60
80,85
80,75
80,81
80,119
80,122
80,100
80,79
80,43
80,90
80,145
80,46
80,124
80,38
80,63
80,93
80,9
80,58
80,37
80,77
80,47
80,13
80,36
80,69
80,88
80,44
80,127
80,125
80,83
80,123
80,1
80,130
80,52
80,56
80,33
80,86
80,66
80,51
80,19
80,128
80,138
80,103
80,115
80,3
80,67
80,54
80,15
80,21
80,31
80,136
80,59
80,89
80,26
80,29
80,23
80,71
80,22
80,40
80,76
79,68
78,133
78,75
78,21
78,123
78,99
78,63
78,50
78,146
78,58
78,8
78,59
78,120
78,28
78,1
78,118
78,70
78,110
78,90
78,119
78,76
78,15
78,56
78,47
78,88
78,105
78,83
78,54
78,129
78,94
78,30
78,134
78,7
78,60
78,61
78,17
78,43
78,46
78,103
78,102
78,145
78,66
78,68
78,52
78,16
78,79
78,40
78,74
78,77
78,86
78,89
78,20
78,51
78,36
78,12
78,85
78,26
78,37
78,95
78,49
78,98
78,93
78,138
78,136
78,130
78,25
77,68
76,68
75,68
74,89
74,36
74,95
74,50
74,133
74,99
74,16
74,136
74,145
74,94
74,83
74,28
74,110
74,40
74,15
74,130
74,30
74,77
74,37
74,75
74,58
74,103
74,8
74,66
74,85
74,105
74,70
74,93
74,7
74,134
74,98
74,138
74,88
74,79
74,17
74,25
74,146
74,129
74,60
74,61
74,102
74,86
74,43
74,54
74,12
74,90
74,120
74,68
74,49
74,118
74,46
74,21
74,47
74,123
74,76
74,56
74,51
74,1
74,119
74,52
74,59
74,26
74,63
74,20
73,94
73,144
73,63
73,30
73,58
73,136
73,129
73,83
73,102
73,265
73,52
73,49
73,8
73,60
73,93
73,91
73,16
73,1
73,88
73,43
73,80
73,54
73,120
73,103
73,95
73,87
73,37
73,12
73,70
73,108
73,78
73,25
73,77
73,47
73,123
73,59
73,86
73,36
73,79
73,132
73,146
73,7
73,105
73,145
73,21
73,66
73,138
73,15
73,98
73,74
73,104
73,56
73,119
73,109
73,68
73,121
73,141
73,99
73,110
73,51
73,130
73,113
73,46
73,40
73,134
73,20
73,142
73,61
73,26
73,89
73,118
73,17
73,28
73,50
73,76
73,75
73,139
73,133
73,137
73,90
73,85
72,85
72,68
70,133
70,36
70,7
70,66
70,43
70,83
70,60
70,59
70,94
70,102
70,30
70,88
70,17
70,118
70,134
70,47
70,103
70,20
70,68
70,76
70,8
70,110
70,95
70,129
70,25
70,123
70,37
70,136
70,16
70,51
70,15
70,75
70,99
70,58
70,12
70,85
70,98
70,28
70,40
70,21
70,138
70,120
70,119
70,1
70,54
70,90
70,146
70,86
70,93
70,56
70,79
70,26
70,46
70,50
70,89
70,145
70,49
70,77
70,105
70,52
70,61
70,130
70,63
68,66
68,40
68,267
68,50
68,85
68,61
68,25
68,51
68,28
68,102
68,8
68,59
68,1
68,17
68,47
68,95
68,123
68,54
68,43
68,129
68,56
68,118
68,15
68,30
68,98
68,26
68,36
68,52
68,16
68,12
68,7
68,49
68,37
68,133
68,21
68,105
68,63
68,119
68,60
68,20
68,58
68,46
67,68
66,85
66,16
66,88
66,1
64,124
64,128
64,19
61,63
61,119
61,95
61,52
61,17
61,103
61,102
61,90
61,7
61,77
61,49
61,25
61,76
61,98
61,133
61,8
61,21
61,40
61,79
61,105
61,89
61,130
61,85
61,134
61,20
61,15
61,30
61,86
61,28
61,51
61,71
61,26
61,43
61,46
61,123
61,66
61,93
61,94
61,92
61,37
61,58
61,41
61,83
61,50
61,129
61,1
61,118
61,59
61,146
61,110
61,120
61,16
61,136
61,54
61,56
61,138
61,47
61,99
61,145
61,36
61,88
61,75
61,12
61,60
60,8
60,40
60,30
60,146
60,56
60,103
60,86
60,118
60,51
60,123
60,88
60,99
60,94
60,37
60,49
60,7
60,16
60,130
60,75
60,83
60,50
60,1
60,59
60,66
60,47
60,26
60,136
60,120
60,129
60,46
60,36
60,98
60,25
60,89
60,52
60,90
60,43
60,93
60,32
60,76
60,133
60,145
60,20
60,15
60,95
60,140
60,12
60,134
60,79
60,17
60,107
60,21
60,119
60,105
60,58
60,138
60,77
60,28
60,102
60,85
60,110
60,54
60,63
58,134
58,98
58,267
58,37
58,118
58,85
58,52
58,103
58,76
58,136
58,46
58,47
58,145
58,105
58,88
58,8
58,86
58,12
58,28
58,20
58,25
58,138
58,17
58,102
58,79
58,83
58,130
58,99
58,123
58,95
58,26
58,36
58,90
58,63
58,77
58,94
58,133
58,7
58,129
58,120
58,75
58,15
58,110
58,66
58,1
58,50
58,59
58,43
58,119
58,40
58,30
58,21
58,49
58,16
58,146
58,93
58,56
58,54
58,89
58,51
57,87
54,146
54,59
54,12
54,56
54,123
54,86
54,118
54,120
54,51
54,145
54,30
54,95
54,43
54,89
54,94
54,76
54,136
54,40
54,110
54,93
54,17
54,52
54,46
54,88
54,130
54,15
54,85
54,47
54,99
54,20
54,103
54,98
54,66
54,129
54,138
54,75
54,119
54,36
54,49
54,133
54,90
54,21
54,28
54,16
54,77
54,1
54,102
54,37
54,79
54,105
54,83
54,8
54,26
54,63
54,50
54,134
54,25
54,7
51,146
51,30
51,66
51,20
51,46
51,59
51,77
51,93
51,138
51,26
51,50
51,119
51,36
51,134
51,88
51,89
51,15
51,76
51,102
51,95
51,129
51,52
51,98
51,40
51,17
51,133
51,130
51,63
51,56
51,43
51,75
51,7
51,83
51,103
51,123
51,79
51,85
51,118
51,110
51,136
51,1
51,94
51,37
51,16
51,28
51,21
51,47
51,120
51,25
51,8
51,99
51,105
51,12
51,49
51,90
51,86
51,145
50,26
50,25
50,145
50,8
50,20
50,88
50,123
50,86
50,76
50,37
50,99
50,120
50,59
50,83
50,36
50,15
50,43
50,47
50,56
50,90
50,130
50,21
50,52
50,95
50,77
50,136
50,133
50,105
50,94
50,17
50,98
50,146
50,28
50,46
50,119
50,16
50,102
50,66
50,85
50,93
50,40
50,12
50,118
50,75
50,138
50,1
50,79
50,129
50,7
50,134
50,89
50,30
50,103
50,110
50,49
50,63
49,103
49,46
45,2
45,60
45,87
45,68
45,70
41,285
39,68
33,68
33,115
33,71
32,68
32,87
31,87
31,68
31,88
30,59
30,146
30,88
30,133
30,32
30,7
30,120
30,15
30,118
30,105
30,90
30,86
30,25
30,28
30,47
30,43
30,40
30,85
30,46
30,83
30,37
30,52
30,129
30,140
30,99
30,16
30,130
30,56
30,89
30,136
30,36
30,26
30,1
30,12
30,76
30,102
30,93
30,17
30,103
30,107
30,8
30,95
30,98
30,49
30,77
30,75
30,145
30,21
30,20
30,94
30,63
30,79
30,66
30,119
30,134
30,138
30,123
30,110
29,68
29,87
28,88
26,85
26,16
26,1
25,2
20,17
19,68
18,132
18,77
18,59
18,98
18,56
18,86
18,63
18,265
18,129
18,21
18,43
18,30
18,99
18,79
18,20
18,36
18,90
18,141
18,49
18,267
18,50
18,93
18,58
18,139
18,138
18,123
18,8
18,89
18,74
18,60
18,119
18,113
18,103
18,83
18,155
18,16
18,26
18,176
18,130
18,28
18,94
18,96
18,136
18,109
18,40
18,121
18,91
18,52
18,137
18,25
18,68
18,120
18,37
18,134
18,146
18,46
18,75
18,78
18,104
18,108
18,87
18,80
18,15
18,12
18,54
18,145
18,105
18,133
18,76
18,70
18,88
18,51
18,118
18,144
18,85
18,95
18,17
18,66
18,102
18,1
18,47
18,110
18,7
18,61
17,43
17,88
17,89
17,56
17,83
17,16
17,146
17,12
17,99
17,79
17,21
17,129
17,94
17,93
17,95
17,145
17,37
17,102
17,75
17,103
17,85
17,119
17,49
17,120
17,66
17,25
17,47
17,134
17,136
17,59
17,63
17,267
17,130
17,77
17,105
17,138
17,123
17,28
17,133
17,40
17,90
17,8
17,7
17,76
17,110
17,1
17,26
17,86
17,118
17,15
17,46
17,98
17,52
17,36
16,7
16,15
16,86
16,49
16,99
16,36
16,37
16,89
16,40
16,28
16,75
16,110
16,107
16,8
16,95
16,79
16,52
16,32
16,136
16,138
16,46
16,76
16,134
16,119
16,94
16,85
16,118
16,133
16,77
16,123
16,103
16,140
16,25
16,130
16,47
16,83
16,93
16,98
16,20
16,21
16,56
16,102
16,145
16,129
16,120
16,105
16,1
16,63
16,59
16,88
16,12
16,90
16,43
16,146
15,59
15,2
14,61
14,68
14,36
14,30
14,46
14,15
14,21
14,20
14,133
14,79
14,60
14,52
14,74
14,26
14,89
14,121
14,105
14,138
14,94
14,25
14,86
14,43
14,118
14,85
14,110
14,146
14,37
14,95
14,51
14,17
14,77
14,66
14,113
14,91
14,134
14,40
14,137
14,144
14,265
14,54
14,58
14,145
14,59
14,96
14,90
14,47
14,50
14,130
14,83
14,75
14,93
14,76
14,109
14,136
14,104
14,108
14,129
14,7
14,80
14,103
14,28
14,142
14,87
14,78
14,49
14,12
14,8
14,123
14,1
14,102
14,98
14,88
14,120
14,139
14,56
14,63
14,132
14,119
14,99
14,70
14,141
14,16
13,87
13,68
9,68
7,88
6,68
6,67
5,59
5,76
5,26
5,99
5,96
5,50
5,132
5,7
5,103
5,66
5,146
5,17
5,77
5,12
5,145
5,61
5,267
5,134
5,141
5,40
5,113
5,60
5,83
5,86
5,36
5,25
5,138
5,51
5,93
5,91
5,89
5,20
5,105
5,58
5,54
5,104
5,120
5,49
5,119
5,123
5,78
5,94
5,15
5,110
5,142
5,95
5,79
5,139
5,37
5,98
5,80
5,137
5,68
5,8
5,90
5,28
5,46
5,75
5,108
5,129
5,121
5,102
5,144
5,88
5,47
5,130
5,52
5,56
5,21
5,70
5,136
5,1
5,118
5,63
5,30
5,133
5,109
5,16
5,85
5,87
5,74
5,43
5,265
4,59
3,68
1,79
1,52
1,32
1,90
1,37
1,43
1,118
1,89
1,110
1,123
1,28
1,140
1,102
1,86
1,63
1,88
1,136
1,25
1,46
1,40
1,83
1,94
1,105
1,85
1,99
1,77
1,95
1,8
1,7
1,20
1,138
1,120
1,129
1,15
1,12
1,107
1,56
1,59
1,36
1,134
1,47
1,133
1,145
1,146
1,21
1,103
1,98
1,93
1,130
1,49
1,119
1,76
1,75
